"","id","class","new_classes","representative","Number_of_CDS","Number_of_exons","intron_in_UTR","overlaps"
"5201","maker_00167173_RA",6,"6","YES",5,5,"no","no"
"6883","maker_00171345_RF",3,"3","NO",29,35,"yes","no"
"2417","maker_00172122_RB",1,"1","NO",6,6,"no","no"
"2190","maker_00171518_RD",1,"1","NO",2,4,"yes","no"
"6441","maker_00170336_RA",6,"6","YES",5,5,"no","no"
"8020","maker_00173658_RI",3,"3","NO",3,4,"yes","no"
"5313","mikado.Super_Scaffold_1000004G681.1",5,"5F","YES",1,1,"no","no"
"8650","maker_00174733_RB",1,"1","NO",3,3,"no","no"
"4880","maker_00166205_RA",4,"4","YES",1,1,"no","no"
"6693","maker_00170888_RF",3,"3","NO",19,19,"no","no"
"396","maker_00166961_RA",6,"6","YES",7,7,"no","no"
"4906","maker_00166269_RA",6,"6","YES",3,3,"no","no"
"8535","mikado.Super_Scaffold_1000004G4982.1",5,"5C","YES",1,2,"yes","no"
"2209","maker_00171545_RE",1,"1","NO",5,6,"yes","no"
"8965","maker_00175393_RB",3,"3","NO",1,2,"yes","no"
"567","maker_00167443_RA",6,"6","YES",3,3,"no","no"
"7566","maker_00172669_RA",6,"6","YES",2,2,"no","no"
"845","maker_00168127_RA",6,"6","YES",3,3,"no","no"
"8438","mikado.Super_Scaffold_1000004G4788.1",6,"6","YES",1,1,"no","no"
"4755","maker_00176837_RD",3,"3","NO",14,16,"yes","no"
"7068","maker_00171804_RA",6,"6","YES",5,5,"no","no"
"6605","maker_00170750_RD",1,"1","YES",6,7,"yes","no"
"557","maker_00167424_RA",6,"6","YES",8,8,"no","no"
"7244","maker_00172142_RA",3,"3","YES",6,6,"no","no"
"1197","maker_00169094_RA",6,"6","YES",3,3,"no","no"
"2671","maker_00172801_RA",6,"6","YES",2,2,"no","no"
"6417","maker_00170294_RA",6,"6","YES",2,2,"no","no"
"4566","maker_00176491_RA",4,"4","YES",1,1,"no","no"
"3808","maker_00174873_RE",3,"3","NO",13,14,"yes","no"
"9892","maker_00234937_RC",3,"3","NO",4,5,"yes","no"
"9284","maker_00175873_RA",5,"5C","YES",3,3,"no","no"
"881","maker_00168196_RA",6,"6","YES",5,5,"no","no"
"2259","maker_00171702_RA",4,"4","YES",8,8,"no","no"
"155","maker_00166370_RA",6,"6","YES",2,2,"no","no"
"5390","maker_00167698_RA",6,"6","YES",2,2,"no","no"
"6193","maker_00169775_RA",6,"6","YES",1,1,"no","no"
"6650","mikado.Super_Scaffold_1000004G1974.1",5,"5F","YES",1,1,"no","no"
"9766","maker_00176742_RA",3,"3","YES",1,2,"yes","no"
"2824","maker_00173111_RA",6,"6","YES",1,1,"no","no"
"2611","maker_00172645_RA",6,"6","YES",4,4,"no","no"
"2930","maker_00173333_RA",6,"6","YES",2,2,"no","no"
"5627","maker_00168396_RA",6,"6","YES",2,2,"no","no"
"4103","maker_00175466_RA",5,"5C","YES",4,4,"no","no"
"6175","maker_00169720_RA",6,"6","YES",2,2,"no","no"
"8017","maker_00173658_RE",3,"3","NO",3,5,"yes","no"
"6989","maker_00171604_RA",6,"6","YES",3,3,"no","no"
"8944","maker_00175357_RA",6,"6","YES",3,3,"no","no"
"1881","maker_00170810_RA",1,"1","YES",15,15,"no","no"
"6104","maker_00169479_RA",6,"6","YES",1,1,"no","no"
"3755","maker_00174797_RB",1,"1","NO",21,22,"yes","no"
"9638","maker_00176520_RE",3,"3","NO",14,14,"no","no"
"368","maker_00166901_RA",6,"6","YES",1,1,"no","no"
"7404","maker_00172460_RA",1,"1","NO",13,13,"no","no"
"10000","maker_00235223_RA",6,"6","YES",6,6,"no","no"
"6830","mikado.Super_Scaffold_1000004G2196.1",5,"5F","YES",1,1,"no","no"
"528","maker_00167362_RA",4,"4","YES",1,1,"no","no"
"200","maker_00166521_RA",6,"6","YES",2,2,"no","no"
"804","maker_00168036_RA",4,"4","YES",1,1,"no","no"
"8587","maker_00174632_RA",6,"6","YES",1,1,"no","no"
"6142","maker_00169593_RA",6,"6","YES",2,2,"no","no"
"4093","mikado.Super_Scaffold_1000004G5745.1",4,"4","YES",2,3,"yes","no"
"2273","maker_00171769_RA",6,"6","YES",2,2,"no","no"
"599","maker_00167537_RA",6,"6","YES",9,9,"no","no"
"2949","maker_00173378_RA",3,"3","YES",1,3,"yes","no"
"622","maker_00167580_RA",4,"4","YES",3,3,"no","no"
"6140","maker_00169588_RA",6,"6","YES",2,2,"no","no"
"8978","maker_00175396_RH",3,"3","NO",8,8,"no","no"
"4675","maker_00176656_RA",6,"6","YES",2,2,"no","no"
"8819","mikado.Super_Scaffold_1000004G5516.1",6,"6","YES",1,2,"yes","no"
"8319","mikado.Super_Scaffold_1000004G4568.1",5,"5F","YES",1,1,"no","no"
"8529","mikado.Super_Scaffold_1000004G4965.1",5,"5F","YES",1,1,"no","no"
"5194","maker_00167162_RA",6,"6","YES",10,10,"no","no"
"9851","maker_00234850_RA",6,"6","YES",4,4,"no","no"
"4159","maker_00175604_RC",3,"3","NO",5,6,"yes","no"
"6503","maker_00170537_RA",6,"6","YES",2,2,"no","no"
"1868","maker_00170780_RA",6,"6","YES",2,2,"no","no"
"8384","maker_00174346_RA",3,"3","YES",17,17,"no","no"
"9443","maker_00176157_RB",4,"4","NO",3,5,"yes","no"
"5277","maker_00167345_RA",6,"6","YES",8,8,"no","no"
"2909","maker_00173297_RA",3,"3","NO",8,9,"yes","no"
"7187","maker_00172045_RA",6,"6","YES",2,2,"no","no"
"5437","maker_00167854_RA",6,"6","YES",1,1,"no","no"
"3142","maker_00173688_RC",3,"3","NO",8,8,"no","no"
"7723","maker_00173033_RB",3,"3","NO",4,4,"no","no"
"1788","maker_00170530_RA",6,"6","YES",2,2,"no","no"
"8470","maker_00174431_RA",3,"3","YES",1,1,"no","no"
"2656","maker_00172774_RA",6,"6","YES",3,3,"no","no"
"7722","maker_00173033_RA",3,"3","YES",4,4,"no","no"
"4187","maker_00175672_RA",1,"1","YES",18,18,"no","no"
"9583","mikado.Super_Scaffold_1000004G6616.1",5,"5F","YES",1,1,"no","no"
"5485","maker_00167979_RA",6,"6","YES",3,3,"no","no"
"5624","maker_00168391_RA",6,"6","YES",1,1,"no","no"
"9536","maker_00176329_RA",3,"3","YES",1,2,"yes","no"
"58","maker_00166111_RA",6,"6","YES",1,1,"no","no"
"7492","mikado.Super_Scaffold_1000004G3102.1",2,"2D","YES",1,1,"no","no"
"434","maker_00167034_RA",4,"4","YES",1,1,"no","no"
"2776","maker_00173023_RA",6,"6","YES",3,3,"no","no"
"4463","maker_00176265_RA",6,"6","YES",3,3,"no","no"
"50","maker_00166095_RA",6,"6","YES",3,3,"no","no"
"4731","maker_00176772_RA",5,"5C","YES",7,7,"no","no"
"1605","maker_00170098_RA",1,"1","YES",10,12,"yes","no"
"8630","maker_00174699_RC",3,"3","NO",4,7,"yes","yes"
"1855","maker_00170731_RJ",1,"1","YES",11,11,"no","no"
"796","maker_00168022_RA",6,"6","YES",1,1,"no","no"
"2166","maker_00171448_RA",6,"6","YES",3,3,"no","no"
"7825","maker_00173278_RA",6,"6","YES",3,3,"no","no"
"5577","maker_00168292_RA",6,"6","YES",7,7,"no","no"
"7756","maker_00173085_RF",1,"1","NO",4,5,"yes","no"
"1096","maker_00168848_RA",6,"6","YES",3,3,"no","no"
"1864","maker_00170758_RB",1,"1","YES",1,2,"yes","no"
"6562","maker_00170666_RB",1,"1","NO",5,6,"yes","no"
"4667","maker_00176642_RH",3,"3","NO",10,11,"yes","no"
"8468","maker_00174426_RA",6,"6","YES",1,1,"no","no"
"1831","maker_00170671_RB",3,"3","NO",12,13,"yes","no"
"5569","maker_00168266_RA",6,"6","YES",2,2,"no","no"
"7319","maker_00172283_RA",6,"6","YES",2,2,"no","no"
"2167","maker_00171453_RA",6,"6","YES",4,4,"no","no"
"3990","maker_00175166_RB",3,"3","YES",28,30,"yes","no"
"7026","mikado.Super_Scaffold_1000004G2508.1",6,"6","YES",1,2,"yes","no"
"9658","mikado.Super_Scaffold_1000004G6746.1",6,"6","YES",1,1,"no","no"
"9015","maker_00175452_RA",1,"1","YES",7,9,"yes","no"
"6735","maker_00171002_RB",3,"3","NO",11,11,"no","no"
"485","maker_00167233_RA",6,"6","YES",1,1,"no","no"
"1598","maker_00170074_RA",6,"6","YES",4,4,"no","no"
"914","maker_00168269_RA",6,"6","YES",2,2,"no","no"
"4614","maker_00176541_RA",4,"4","YES",1,1,"no","no"
"2084","maker_00171264_RD",3,"3","NO",1,3,"yes","no"
"4210","maker_00175698_RC",1,"1","NO",33,34,"yes","no"
"4091","maker_00175430_RD",3,"3","NO",4,4,"no","no"
"2115","maker_00171344_RA",6,"6","YES",2,2,"no","no"
"8674","maker_00174799_RB",3,"3","NO",5,5,"no","no"
"6270","maker_00169980_RA",6,"6","YES",1,1,"no","no"
"3014","maker_00173467_RH",3,"3","NO",14,19,"yes","no"
"5731","maker_00168592_RA",6,"6","YES",4,4,"no","no"
"4426","maker_00176179_RD",1,"1","NO",18,18,"no","no"
"3162","maker_00173700_RF",1,"1","NO",9,9,"no","no"
"7630","mikado.Super_Scaffold_1000004G3241.1",6,"6","YES",1,1,"no","no"
"1482","maker_00169761_RE",3,"3","NO",8,9,"yes","no"
"3467","mikado.Super_Scaffold_1000004G4691.1",6,"6","YES",1,2,"yes","no"
"7704","maker_00172981_RA",1,"1","YES",1,2,"yes","no"
"9923","maker_00235033_RA",6,"6","YES",2,2,"no","no"
"6707","maker_00170933_RA",3,"3","YES",4,6,"yes","no"
"9102","mikado.Super_Scaffold_1000004G5830.1",6,"6","YES",1,1,"no","no"
"4639","maker_00176582_RI",3,"3","NO",21,22,"yes","no"
"9137","maker_00175639_RA",6,"6","YES",2,2,"no","no"
"4993","maker_00166489_RA",6,"6","YES",5,5,"no","no"
"1165","maker_00169014_RA",6,"6","YES",2,2,"no","no"
"216","maker_00166560_RA",6,"6","YES",5,5,"no","no"
"3578","maker_00174496_RE",3,"3","NO",6,7,"yes","no"
"8562","maker_00174593_RA",6,"6","YES",3,3,"no","no"
"9958","maker_00235143_RA",6,"6","YES",2,2,"no","no"
"4546","maker_00176446_RA",6,"6","YES",1,1,"no","no"
"7744","mikado.Super_Scaffold_1000004G3426.1",5,"5F","YES",1,1,"no","no"
"6151","maker_00169636_RA",6,"6","YES",5,5,"no","no"
"3510","maker_00174375_RG",3,"3","NO",3,5,"yes","no"
"3078","maker_00173607_RB",3,"3","NO",2,3,"yes","yes"
"5766","maker_00168670_RA",6,"6","YES",2,2,"no","no"
"8067","mikado.Super_Scaffold_1000004G4031.1",5,"5F","YES",1,1,"no","no"
"1798","maker_00170543_RA",6,"6","YES",5,5,"no","no"
"5652","maker_00168437_RA",6,"6","YES",4,4,"no","no"
"621","maker_00167576_RA",6,"6","YES",2,2,"no","no"
"2715","maker_00172900_RA",6,"6","YES",1,1,"no","no"
"3227","maker_00173809_RA",4,"4","YES",1,1,"no","no"
"8959","maker_00175383_RB",3,"3","NO",1,1,"no","no"
"330","maker_00166820_RA",6,"6","YES",2,2,"no","no"
"5761","maker_00168660_RA",6,"6","YES",3,3,"no","no"
"9970","maker_00235164_RB",5,"5C","NO",4,4,"no","no"
"3939","maker_00175065_RH",1,"1","NO",20,21,"yes","no"
"510","maker_00167314_RA",6,"6","YES",6,6,"no","no"
"9854","maker_00234859_RA",6,"6","YES",1,1,"no","no"
"4823","maker_00166048_RA",6,"6","YES",3,3,"no","no"
"1815","maker_00170613_RA",6,"6","YES",3,3,"no","no"
"9316","maker_00175914_RA",4,"4","YES",2,2,"no","no"
"931","maker_00168312_RA",4,"4","YES",3,3,"no","no"
"3529","maker_00174382_RI",3,"3","NO",7,8,"yes","no"
"6375","mikado.Super_Scaffold_1000004G1515.1",5,"5F","YES",1,1,"no","no"
"3517","maker_00174379_RG",3,"3","NO",18,18,"no","no"
"6236","maker_00169887_RA",5,"5F","YES",1,1,"no","no"
"1985","maker_00171018_RA",6,"6","YES",6,6,"no","no"
"5371","maker_00167641_RA",6,"6","YES",2,2,"no","no"
"4349","maker_00176031_RA",5,"5A","YES",3,3,"no","yes"
"7457","maker_00172494_RB",3,"3","NO",4,4,"no","no"
"6289","maker_00170009_RA",6,"6","YES",3,3,"no","no"
"4890","maker_00166235_RA",6,"6","YES",1,1,"no","no"
"2980","maker_00173429_RB",1,"1","YES",5,5,"no","no"
"7469","mikado.Super_Scaffold_1000004G3084.1",5,"5F","YES",1,1,"no","no"
"1040","maker_00168706_RA",6,"6","YES",2,2,"no","no"
"4627","maker_00176573_RB",3,"3","YES",5,5,"no","no"
"3890","maker_00175026_RB",1,"1","NO",7,7,"no","no"
"6992","maker_00171614_RA",4,"4","YES",1,1,"no","no"
"4274","maker_00175856_RE",1,"1","NO",9,10,"yes","no"
"2336","maker_00171950_RA",6,"6","YES",5,5,"no","no"
"9177","maker_00175717_RA",6,"6","YES",2,2,"no","no"
"1224","maker_00169171_RA",6,"6","YES",4,4,"no","no"
"9068","maker_00175498_RA",6,"6","YES",4,4,"no","no"
"8277","maker_00174110_RE",4,"4","NO",1,3,"yes","no"
"3098","maker_00173628_RD",1,"1","NO",7,9,"yes","no"
"9212","maker_00175755_RC",1,"1","NO",4,4,"no","no"
"4854","maker_00166135_RA",4,"4","YES",6,6,"no","no"
"7866","maker_00173360_RA",4,"4","YES",1,1,"no","no"
"4301","maker_00175905_RA",6,"6","YES",3,3,"no","no"
"8575","maker_00174610_RA",3,"3","YES",1,1,"no","no"
"8164","maker_00173910_RC",3,"3","NO",7,7,"no","no"
"2435","maker_00172184_RA",3,"3","YES",1,1,"no","no"
"3638","mikado.Super_Scaffold_1000004G5058.4",6,"6","NO",2,4,"yes","no"
"8494","maker_00174478_RA",6,"6","YES",2,2,"no","no"
"4266","maker_00175831_RA",5,"5C","YES",3,3,"no","no"
"9588","maker_00176434_RD",1,"1","NO",17,18,"yes","no"
"3535","maker_00174391_RD",3,"3","YES",3,5,"yes","no"
"1463","maker_00169716_RA",4,"4","YES",4,4,"no","no"
"1925","maker_00170905_RA",6,"6","YES",5,5,"no","no"
"1993","maker_00171041_RA",6,"6","YES",3,3,"no","no"
"8920","maker_00175273_RA",6,"6","YES",3,3,"no","no"
"7663","mikado.Super_Scaffold_1000004G3281.1",5,"5C","YES",2,2,"no","no"
"6698","maker_00170895_RA",6,"6","YES",1,1,"no","no"
"7384","maker_00172418_RA",5,"5C","YES",3,3,"no","no"
"9941","maker_00235082_RE",5,"5C","NO",4,4,"no","no"
"2160","maker_00171431_RA",6,"6","YES",2,2,"no","no"
"9374","maker_00176028_RA",6,"6","YES",2,2,"no","no"
"9960","maker_00235146_RE",3,"3","NO",7,7,"no","no"
"9410","maker_00176086_RA",6,"6","YES",2,2,"no","no"
"7238","maker_00172133_RA",6,"6","YES",1,1,"no","no"
"9119","maker_00175598_RA",6,"6","YES",4,4,"no","no"
"3028","maker_00173473_RJ",3,"3","NO",8,10,"yes","no"
"4461","maker_00176263_RA",6,"6","YES",4,4,"no","no"
"8581","maker_00174626_RB",3,"3","YES",11,12,"yes","no"
"9050","maker_00175485_RA",6,"6","YES",1,1,"no","no"
"2445","maker_00172226_RA",1,"1","YES",4,4,"no","no"
"7618","maker_00172787_RA",1,"1","YES",13,14,"yes","no"
"6643","maker_00170774_RB",3,"3","NO",3,5,"yes","no"
"4424","maker_00176179_RB",1,"1","NO",15,19,"yes","no"
"6221","maker_00169846_RA",6,"6","YES",2,2,"no","no"
"6744","maker_00171009_RG",1,"1","NO",8,8,"no","no"
"8290","maker_00174135_RC",3,"3","YES",4,4,"no","no"
"8116","maker_00173814_RH",3,"3","NO",6,7,"yes","no"
"5430","maker_00167841_RA",4,"4","YES",2,2,"no","no"
"7136","mikado.Super_Scaffold_1000004G2708.1",6,"6","YES",1,1,"no","no"
"1836","maker_00170676_RD",3,"3","NO",6,10,"yes","no"
"8254","maker_00174054_RD",4,"4","NO",2,4,"yes","no"
"8958","maker_00175383_RA",3,"3","YES",1,2,"yes","yes"
"15","maker_00166010_RA",6,"6","YES",2,2,"no","no"
"1783","maker_00170516_RB",3,"3","NO",1,2,"yes","no"
"4392","maker_00176098_RA",3,"3","YES",12,12,"no","no"
"9075","maker_00175505_RI",1,"1","NO",9,11,"yes","no"
"4655","maker_00176623_RA",6,"6","YES",2,2,"no","no"
"1045","maker_00168716_RA",4,"4","YES",4,4,"no","no"
"5865","mikado.Super_Scaffold_1000004G992.1",6,"6","YES",1,1,"no","no"
"9971","maker_00235166_RA",3,"3","YES",1,1,"no","no"
"7209","maker_00172073_RA",4,"4","YES",1,1,"no","no"
"1079","maker_00168801_RA",6,"6","YES",1,1,"no","no"
"4483","maker_00176300_RE",1,"1","NO",14,16,"yes","no"
"6331","mikado.Super_Scaffold_1000004G1438.1",5,"5F","YES",1,1,"no","no"
"3781","maker_00174844_RA",5,"5C","YES",4,4,"no","no"
"9381","maker_00176032_RG",1,"1","NO",14,14,"no","no"
"4101","maker_00175461_RA",4,"4","YES",3,3,"no","no"
"8251","mikado.Super_Scaffold_1000004G4359.1",6,"6","YES",1,2,"yes","no"
"5226","maker_00167222_RA",6,"6","YES",5,5,"no","no"
"7006","maker_00171629_RJ",3,"3","NO",1,2,"yes","no"
"5261","mikado.Super_Scaffold_1000004G639.1",6,"6","YES",1,1,"no","no"
"1677","maker_00170280_RH",1,"1","NO",9,13,"yes","no"
"679","maker_00167745_RA",4,"4","YES",2,2,"no","no"
"3853","maker_00174947_RC",1,"1","YES",6,6,"no","no"
"3758","maker_00174797_RE",1,"1","YES",17,17,"no","no"
"1452","maker_00169696_RA",6,"6","YES",3,3,"no","no"
"9924","maker_00235041_RA",6,"6","YES",4,4,"no","no"
"1080","maker_00168802_RA",6,"6","YES",3,3,"no","no"
"3877","maker_00175016_RA",6,"6","YES",6,6,"no","no"
"2838","maker_00173141_RA",6,"6","YES",3,3,"no","no"
"32","maker_00166046_RA",6,"6","YES",2,2,"no","no"
"6748","maker_00171022_RA",6,"6","YES",4,4,"no","no"
"8122","maker_00173822_RA",6,"6","YES",1,1,"no","no"
"6711","maker_00170938_RB",3,"3","YES",6,6,"no","no"
"1576","maker_00170000_RA",1,"1","YES",1,1,"no","no"
"6124","maker_00169540_RA",6,"6","YES",6,6,"no","no"
"6853","maker_00171248_RA",1,"1","YES",1,1,"no","no"
"9706","mikado.Super_Scaffold_1000004G6815.1",6,"6","YES",1,1,"no","no"
"2016","maker_00171104_RA",6,"6","YES",3,3,"no","no"
"8896","maker_00175218_RA",3,"3","YES",1,1,"no","no"
"6181","maker_00169742_RA",4,"4","YES",3,3,"no","no"
"4220","maker_00175704_RB",1,"1","NO",5,5,"no","no"
"6958","maker_00171517_RG",1,"1","NO",18,21,"yes","no"
"9665","maker_00176576_RF",3,"3","NO",11,11,"no","no"
"2558","maker_00172531_RA",5,"5C","YES",3,3,"no","no"
"4907","maker_00166274_RA",6,"6","YES",3,3,"no","no"
"2598","maker_00172627_RA",6,"6","YES",3,3,"no","no"
"6319","maker_00170063_RF",3,"3","NO",4,5,"yes","no"
"4853","maker_00166132_RA",4,"4","YES",1,1,"no","no"
"5987","maker_00169250_RD",1,"1","YES",35,36,"yes","no"
"1461","maker_00169712_RA",6,"6","YES",6,6,"no","no"
"6311","maker_00170056_RA",6,"6","YES",8,8,"no","no"
"2013","maker_00171097_RA",6,"6","YES",6,6,"no","no"
"7986","mikado.Super_Scaffold_1000004G3904.1",6,"6","YES",1,1,"no","no"
"7888","maker_00173407_RB",3,"3","YES",8,8,"no","no"
"5436","maker_00167853_RA",6,"6","YES",5,5,"no","no"
"8144","maker_00173879_RH",3,"3","YES",4,7,"yes","no"
"2043","maker_00171173_RA",6,"6","YES",2,2,"no","no"
"5058","maker_00166704_RA",4,"4","YES",3,3,"no","no"
"8440","maker_00174401_RB",3,"3","NO",2,3,"yes","no"
"2112","maker_00171330_RA",6,"6","YES",2,2,"no","no"
"7801","maker_00173185_RE",1,"1","NO",13,13,"no","no"
"9396","maker_00176054_RA",4,"4","YES",2,2,"no","no"
"4709","maker_00176717_RD",1,"1","NO",2,2,"no","yes"
"3332","maker_00173998_RA",6,"6","YES",1,1,"no","no"
"1548","maker_00169930_RB",3,"3","NO",6,7,"yes","no"
"7656","maker_00172878_RA",6,"6","YES",5,5,"no","no"
"2821","maker_00173108_RA",6,"6","YES",1,1,"no","no"
"859","maker_00168162_RA",6,"6","YES",4,4,"no","no"
"2362","maker_00172013_RA",6,"6","YES",3,3,"no","no"
"8272","mikado.Super_Scaffold_1000004G4404.1",6,"6","YES",1,1,"no","no"
"3675","maker_00174684_RC",3,"3","NO",15,16,"yes","no"
"5078","maker_00166831_RA",6,"6","YES",9,9,"no","no"
"947","maker_00168358_RA",6,"6","YES",2,2,"no","no"
"609","maker_00167556_RA",6,"6","YES",2,2,"no","no"
"1789","maker_00170535_RA",3,"3","NO",5,6,"yes","no"
"7428","maker_00172466_RF",3,"3","NO",1,2,"yes","no"
"9300","maker_00175885_RH",3,"3","NO",10,13,"yes","no"
"7702","mikado.Super_Scaffold_1000004G3346.1",3,"3","YES",2,2,"no","no"
"5515","maker_00168096_RA",6,"6","YES",4,4,"no","no"
"7450","mikado.Super_Scaffold_1000004G3073.1",6,"6","YES",1,1,"no","no"
"16","maker_00166012_RA",6,"6","YES",3,3,"no","no"
"6687","maker_00170886_RA",6,"6","YES",1,1,"no","no"
"3820","maker_00174883_RA",5,"5C","YES",2,2,"no","no"
"714","maker_00167808_RA",4,"4","YES",3,3,"no","no"
"5545","maker_00168200_RA",6,"6","YES",3,3,"no","no"
"2416","maker_00172122_RA",1,"1","YES",8,8,"no","no"
"2096","maker_00171289_RA",6,"6","YES",5,5,"no","no"
"365","maker_00166898_RA",6,"6","YES",4,4,"no","no"
"2070","maker_00171244_RA",6,"6","YES",3,3,"no","no"
"5913","maker_00169080_RA",6,"6","YES",9,9,"no","no"
"2829","maker_00173114_RE",3,"3","NO",3,3,"no","no"
"3417","maker_00174267_RB",3,"3","NO",2,2,"no","no"
"4005","maker_00175211_RA",6,"6","YES",1,1,"no","no"
"3141","maker_00173688_RB",3,"3","NO",9,9,"no","no"
"5889","maker_00169000_RA",4,"4","YES",4,4,"no","no"
"7027","maker_00171657_RA",6,"6","YES",6,6,"no","no"
"6855","maker_00171257_RA",6,"6","YES",10,10,"no","no"
"6736","maker_00171002_RC",3,"3","NO",12,12,"no","no"
"8261","maker_00174087_RA",6,"6","YES",3,3,"no","no"
"2054","maker_00171200_RA",6,"6","YES",2,2,"no","no"
"6120","maker_00169524_RA",6,"6","YES",4,4,"no","no"
"5972","maker_00169217_RA",6,"6","YES",3,3,"no","no"
"1285","maker_00169319_RA",6,"6","YES",2,2,"no","no"
"5588","maker_00168319_RA",6,"6","YES",8,8,"no","no"
"836","maker_00168109_RA",6,"6","YES",2,2,"no","no"
"5237","maker_00167251_RA",6,"6","YES",1,1,"no","no"
"5120","maker_00166975_RA",4,"4","YES",4,4,"no","no"
"919","maker_00168285_RA",6,"6","YES",8,8,"no","no"
"7941","maker_00173536_RA",3,"3","YES",1,2,"yes","no"
"5457","maker_00167917_RA",4,"4","YES",1,1,"no","no"
"9066","maker_00175492_RF",3,"3","NO",7,8,"yes","no"
"7927","maker_00173510_RA",4,"4","YES",1,1,"no","no"
"3633","maker_00174602_RI",1,"1","NO",2,3,"yes","no"
"9644","maker_00176542_RA",6,"6","YES",3,3,"no","no"
"9861","maker_00234870_RA",6,"6","YES",4,4,"no","no"
"3724","maker_00174736_RC",3,"3","NO",6,7,"yes","no"
"4399","maker_00176111_RE",1,"1","NO",11,11,"no","no"
"3810","maker_00174873_RG",3,"3","NO",15,15,"no","no"
"2728","maker_00172910_RI",3,"3","NO",10,10,"no","no"
"5894","maker_00169024_RA",6,"6","YES",1,1,"no","no"
"6403","maker_00170265_RA",6,"6","YES",3,3,"no","no"
"823","maker_00168079_RA",6,"6","YES",4,4,"no","no"
"2859","maker_00173206_RA",6,"6","YES",2,2,"no","no"
"932","maker_00168314_RA",6,"6","YES",2,2,"no","no"
"8041","mikado.Super_Scaffold_1000004G3971.1",5,"5F","YES",1,1,"no","no"
"3500","maker_00174365_RD",1,"1","NO",5,6,"yes","no"
"2699","maker_00172853_RA",6,"6","YES",1,1,"no","no"
"7859","mikado.Super_Scaffold_1000004G3657.3",5,"5C","NO",4,5,"yes","no"
"2738","maker_00172935_RA",6,"6","YES",1,1,"no","no"
"7690","maker_00172949_RF",1,"1","NO",6,6,"no","no"
"7565","maker_00172668_RA",6,"6","YES",3,3,"no","no"
"1675","maker_00170280_RF",1,"1","NO",9,14,"yes","no"
"1188","maker_00169063_RA",6,"6","YES",3,3,"no","no"
"9276","maker_00175854_RD",2,"2C","NO",5,7,"yes","no"
"6199","maker_00169795_RA",4,"4","YES",1,1,"no","no"
"8514","maker_00174508_RF",3,"3","NO",3,3,"no","no"
"3077","maker_00173607_RA",3,"3","YES",2,3,"yes","yes"
"2566","maker_00172548_RA",5,"5C","YES",4,4,"no","no"
"8762","mikado.Super_Scaffold_1000004G5422.1",6,"6","YES",1,1,"no","no"
"3650","maker_00174636_RA",6,"6","YES",3,3,"no","no"
"1844","maker_00170715_RA",5,"5C","YES",2,2,"no","no"
"4811","maker_00166009_RA",4,"4","YES",5,5,"no","no"
"9704","maker_00176625_RC",1,"1","NO",5,5,"no","no"
"9516","maker_00176282_RA",6,"6","YES",3,3,"no","no"
"9730","maker_00176659_RH",5,"5C","NO",9,10,"yes","no"
"8564","mikado.Super_Scaffold_1000004G5034.1",5,"5F","YES",1,1,"no","no"
"2531","maker_00172454_RA",6,"6","YES",4,4,"no","no"
"9018","maker_00175452_RE",3,"3","NO",4,8,"yes","no"
"3079","maker_00173607_RC",3,"3","NO",2,3,"yes","yes"
"7441","maker_00172483_RB",5,"5C","NO",2,3,"yes","no"
"4575","maker_00176496_RA",6,"6","YES",2,2,"no","no"
"30","maker_00166041_RA",6,"6","YES",2,2,"no","no"
"3965","maker_00175099_RA",6,"6","YES",1,1,"no","no"
"1340","maker_00169480_RA",6,"6","YES",1,1,"no","no"
"6316","maker_00170063_RC",1,"1","NO",5,7,"yes","no"
"1961","mikado.Super_Scaffold_1000004G2054.4",3,"3","NO",25,25,"no","no"
"5788","mikado.Super_Scaffold_1000004G929.1",6,"6","YES",1,1,"no","no"
"2967","maker_00173409_RA",4,"4","YES",4,4,"no","no"
"1536","maker_00169907_RA",6,"6","YES",1,1,"no","no"
"625","maker_00167589_RA",4,"4","YES",6,6,"no","no"
"6972","maker_00171568_RA",6,"6","YES",3,3,"no","no"
"356","maker_00166882_RA",6,"6","YES",3,3,"no","no"
"2885","maker_00173260_RE",3,"3","YES",8,10,"yes","no"
